"시기동","8세",24,15,7
"시기동","9세",17,20,14
"시기동","10세",18,20,19
"시기동","11세",19,22,17
"시기동","12세",23,19,22
"연지동","합계",5674,5530,5590
"연지동","7세",45,51,37
"연지동","8세",45,48,51
"연지동","9세",51,54,44
"연지동","10세",42,43,53
"연지동","11세",42,48,40
"연지동","12세",39,59,52
"농소동","합계",3983,3714,3593
"농소동","7세",24,25,10
"농소동","8세",26,17,23
"농소동","9세",18,30,20
"농소동","10세",17,21,29
"농소동","11세",21,27,21
"농소동","12세",17,20,30
"상교동","합계",4060,4221,4255
"상교동","7세",16,16,14
"상교동","8세",17,12,11
"상교동","9세",15,21,15
"상교동","10세",19,15,20
"상교동","11세",23,15,17
"상교동","12세",13,18,17
"초산동","합계",11393,10839,10737
"초산동","7세",102,78,88
"초산동","8세",130,103,79
"초산동","9세",123,99,109
"초산동","10세",114,102,108
"초산동","11세",106,128,102
"초산동","12세",120,110,131
"운봉읍","합계",3640,3581,3525
"운봉읍","7세",15,12,20
"운봉읍","8세",17,22,11
"운봉읍","9세",13,19,20
"운봉읍","10세",13,19,18
"운봉읍","11세",11,15,14
"운봉읍","12세",11,12,17
"주천면","합계",2368,2278,2285
"주천면","7세",8,6,11
"주천면","8세",10,11,6
"주천면","9세",13,11,12
"주천면","10세",10,6,11
"주천면","11세",12,8,6
"주천면","12세",8,9,7
"수지면","합계",1082,984,985
"수지면","7세",X,6,X
"수지면","8세",X,8,5
"수지면","9세",7,X,9
"수지면","10세",X,X,X
"수지면","11세",8,X,X
"수지면","12세",X,X,X
"송동면","합계",1887,1738,1700
"송동면","7세",13,X,X
"송동면","8세",7,7,X
"송동면","9세",11,X,7
"송동면","10세",9,14,X
"송동면","11세",11,7,9
"송동면","12세",6,10,X
"주생면","합계",1676,1627,1592
"주생면","7세",5,5,7
"주생면","8세",11,5,6
"주생면","9세",11,9,6
"주생면","10세",5,5,8
"주생면","11세",8,12,7
"주생면","12세",5,11,11
"금지면","합계",2153,2017,2000
"금지면","7세",9,X,X
"금지면","8세",7,X,X
"금지면","9세",11,7,X
"금지면","10세",12,5,5
"금지면","11세",13,7,X
"금지면","12세",X,5,6
"대강면","합계",1544,1439,1395
"대강면","7세",5,X,X
"대강면","8세",5,X,X
"대강면","9세",9,5,X
"대강면","10세",X,5,X
"대강면","11세",X,X,X
"대강면","12세",X,5,X
"대산면","합계",1626,1553,1506
"대산면","7세",X,5,6
"대산면","8세",8,8,5
"대산면","9세",5,X,9
"대산면","10세",6,X,X
"대산면","11세",6,6,X
"대산면","12세",8,5,7
"사매면","합계",1697,1433,1423
"사매면","7세",6,X,X
"사매면","8세",X,8,X
"사매면","9세",8,X,10
"사매면","10세",X,12,8
"사매면","11세",7,X,13
"사매면","12세",6,17,9
"덕과면","합계",882,862,838
"덕과면","7세",X,X,X
"덕과면","8세",X,X,X
"덕과면","9세",X,X,X
"덕과면","10세",X,X,X
"덕과면","11세",6,5,X
"덕과면","12세",X,5,5
"보절면","합계",1403,1281,1248
"보절면","7세",7,X,5
"보절면","8세",5,X,X
"보절면","9세",6,X,X
"보절면","10세",X,5,X
"보절면","11세",X,7,6
"보절면","12세",X,5,5
"산동면","합계",1690,1532,1524
"산동면","7세",7,X,5
"산동면","8세",7,X,X
"산동면","9세",11,5,X
"산동면","10세",11,5,8
"산동면","11세",10,8,X
"산동면","12세",7,9,11
"이백면","합계",2176,2059,2007
"이백면","7세",6,7,9
"이백면","8세",13,8,6
"이백면","9세",14,11,9
"이백면","10세",9,5,11
"이백면","11세",13,14,7
"이백면","12세",17,16,13
"인월면","합계",2567,2630,2618
"인월면","7세",15,10,6
"인월면","8세",15,11,12
"인월면","9세",15,15,10
"인월면","10세",16,12,17
"인월면","11세",18,17,14
"인월면","12세",16,16,18
"아영면","합계",1823,1807,1773
"아영면","7세",7,9,X
"아영면","8세",11,11,10
"아영면","9세",5,8,8
"아영면","10세",16,8,11
"아영면","11세",7,8,8
"아영면","12세",16,5,8
"산내면","합계",1906,1901,1901
"산내면","7세",10,11,5
"산내면","8세",17,12,12
"산내면","9세",14,9,13
"산내면","10세",20,12,9
"산내면","11세",17,18,12
"산내면","12세",13,13,19
"동충동","합계",3342,2983,2865
"동충동","7세",27,8,11
"동충동","8세",20,17,9
"동충동","9세",25,21,18
"동충동","10세",25,25,18
"동충동","11세",29,16,24
"동충동","12세",32,22,13
"죽항동","합계",3296,2944,2896
"죽항동","7세",19,10,14
"죽항동","8세",22,9,12
"죽항동","9세",27,5,9
"죽항동","10세",19,16,11
"죽항동","11세",23,11,16
"죽항동","12세",23,23,7
"노암동","합계",6127,5905,5845
"노암동","7세",56,54,59
"노암동","8세",53,58,56
"노암동","9세",66,62,55
"노암동","10세",58,43,56
"노암동","11세",59,42,44
"노암동","12세",60,62,40
"금동","합계",6458,5965,5867
